City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Miri,MY,4.4148,114.0089,76.98,85,44,4.43,scattered clouds
472,Kununurra,AU,-15.7667,128.7333,76.98,94,28,3.44,scattered clouds
473,Cuajinicuilapa,MX,16.4667,-98.4167,89.71,36,33,10.33,scattered clouds
474,Beloha,MG,-25.1667,45.05,72.95,89,82,10.0,broken clouds
475,Nemuro,JP,43.3236,145.575,41.65,81,52,9.24,broken clouds
476,Okha,RU,53.5739,142.9478,28.11,80,62,4.25,broken clouds
477,Perth,AU,-31.9333,115.8333,53.78,83,0,9.22,clear sky
478,Lamont,US,35.2597,-118.9143,77.47,41,1,5.12,clear sky
479,Panguna,PG,-6.3164,155.4848,77.83,73,77,3.44,light rain
480,Brekstad,NO,63.687,9.6654,44.69,70,0,13.8,clear sky
481,Hailey,US,43.5196,-114.3153,44.46,36,40,14.0,scattered clouds
482,Takapau,NZ,-40.0333,176.35,59.74,75,100,10.02,overcast clouds
483,Sinnamary,GF,5.3833,-52.95,77.54,87,56,10.85,broken clouds
484,Bud,US,39.447,-86.1758,51.82,42,100,11.95,overcast clouds
485,Beyla,GN,8.6833,-8.6333,72.73,76,100,3.69,overcast clouds
486,Naze,JP,28.3667,129.4833,64.72,56,50,4.92,scattered clouds
487,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.51,97,93,0.87,overcast clouds
488,Morant Bay,JM,17.8815,-76.4093,79.72,78,45,7.56,scattered clouds
489,Margate,GB,51.3813,1.3862,51.69,72,100,1.99,overcast clouds
490,Zhob,PK,31.3411,69.4481,70.05,24,85,1.05,overcast clouds
491,Manzil Salim,TN,35.8567,8.4765,46.26,79,1,8.88,clear sky
492,Quelimane,MZ,-17.8786,36.8883,76.1,80,91,4.18,overcast clouds
493,Suzun,RU,53.7841,82.3116,44.74,88,81,5.19,broken clouds
494,Fort Dodge,US,42.4975,-94.168,33.82,86,100,6.91,light rain
495,Trairi,BR,-3.2778,-39.2689,76.44,91,99,5.01,overcast clouds
496,Ellisras,ZA,-23.6649,27.7443,62.19,84,100,5.46,overcast clouds
497,General Roca,AR,-39.0333,-67.5833,67.62,38,44,10.49,scattered clouds
498,Limon,CR,10.0,-83.0333,82.29,69,0,0.0,clear sky
499,Torrington,US,41.8007,-73.1212,44.78,51,73,5.01,broken clouds
500,Ibra,OM,22.6906,58.5334,77.56,48,1,1.28,clear sky
501,Pedasi,PA,7.5333,-80.0333,81.41,75,100,9.06,overcast clouds
502,Sola,VU,-13.8833,167.55,82.06,72,68,5.12,broken clouds
503,Thinadhoo,MV,0.5333,72.9333,83.01,73,91,9.71,overcast clouds
504,Buraydah,SA,26.326,43.975,69.66,17,0,9.75,clear sky
505,Biltine,TD,14.5333,20.9167,91.74,29,89,5.77,overcast clouds
506,Muisne,EC,0.6,-80.0333,76.37,83,65,8.79,broken clouds
507,Karasburg,NA,-28.0167,18.75,67.06,35,0,9.33,clear sky
508,Yumen,CN,40.2833,97.2,39.88,29,0,6.29,clear sky
509,Kidal,ML,18.4411,1.4078,77.9,17,91,10.25,overcast clouds
510,Waipawa,NZ,-41.4122,175.5153,58.24,64,68,13.89,broken clouds
511,Vao,NC,-22.6667,167.4833,76.91,71,40,3.33,scattered clouds
512,Bubaque,GW,11.2833,-15.8333,75.2,76,38,20.51,scattered clouds
513,Pokhvistnevo,RU,53.6524,52.1274,47.03,92,93,5.01,overcast clouds
514,Saskylakh,RU,71.9167,114.0833,28.09,97,100,12.5,light snow
515,Chiautla,MX,19.5333,-98.8833,87.57,11,53,8.77,broken clouds
516,Havelock,US,34.8791,-76.9013,62.58,62,0,16.11,clear sky
517,Ajaigarh,IN,24.9,80.2667,85.5,11,2,6.31,clear sky
518,Teknaf,BD,20.8624,92.3058,78.28,90,68,1.07,broken clouds
519,Kuliyapitiya,LK,7.4688,80.0401,76.05,92,36,2.89,scattered clouds
520,Anadyr,RU,64.75,177.4833,32.5,86,75,26.84,light snow
521,Emerald,AU,-23.5333,148.1667,73.35,56,0,9.53,clear sky
522,Chancay,PE,-11.5714,-77.2672,66.27,86,17,8.93,few clouds
523,Van,TR,38.4924,43.3831,40.35,56,0,3.44,clear sky
524,Zyryanka,RU,65.75,150.85,15.06,92,100,5.73,overcast clouds
525,Kibala,TD,9.1104,18.3463,87.75,51,0,4.61,clear sky
526,Castellaneta,IT,40.6272,16.9369,51.73,80,100,11.99,overcast clouds
527,Taunggyi,MM,20.7833,97.0333,63.57,71,16,2.64,few clouds
528,Mokobeng,BW,-22.9965,27.6678,62.44,87,100,5.75,overcast clouds
529,Capoterra,IT,39.1763,8.9718,51.55,59,0,6.91,clear sky
530,Korhogo,CI,9.45,-5.6333,79.03,65,99,3.22,overcast clouds
531,Moen,NO,69.1304,18.6123,39.92,93,75,5.75,broken clouds
532,Eureka,US,40.8021,-124.1637,60.21,56,100,8.01,overcast clouds
533,Gravdal,NO,68.1214,13.5031,42.04,86,100,14.67,light rain
534,Diapaga,BF,12.0708,1.7889,89.87,11,80,8.12,broken clouds
535,Susanville,US,40.4163,-120.653,61.92,21,50,8.01,scattered clouds
536,Natal,BR,-5.795,-35.2094,79.39,79,45,7.16,scattered clouds
537,Oranjestad,AW,12.524,-70.027,80.55,74,20,25.32,few clouds
538,Madimba,TZ,-10.4,40.3333,74.64,94,7,7.52,light rain
539,Dingzhou,CN,38.5131,114.9956,54.43,50,100,1.43,overcast clouds
540,Salto,UY,-31.3833,-57.9667,66.87,59,83,4.0,broken clouds
541,Santona,ES,43.4439,-3.4576,57.07,81,85,7.16,overcast clouds
542,Kungurtug,RU,50.5994,97.5228,29.34,84,34,2.15,scattered clouds
543,Urumqi,CN,43.801,87.6005,59.95,10,0,4.47,clear sky
544,Saint Cloud,US,45.5608,-94.1625,35.92,87,100,10.36,mist
545,Yagodnoye,RU,62.55,149.6667,12.65,90,100,1.14,overcast clouds
546,Shache,CN,38.4167,77.2406,52.72,19,46,6.08,scattered clouds
547,Nyurba,RU,63.2842,118.3319,35.51,99,100,9.8,overcast clouds
548,Shihezi,CN,44.3,86.0333,54.93,18,0,3.74,clear sky
549,Grove City,US,39.8815,-83.093,51.15,41,0,9.22,clear sky
550,Kieta,PG,-6.2167,155.6333,82.47,75,87,3.02,light rain
551,Cheney,US,47.4874,-117.5758,50.99,42,75,4.61,broken clouds
552,Hays,US,30.0502,-98.0336,87.94,63,69,15.82,broken clouds
553,Lac Du Bonnet,CA,50.2536,-96.0612,30.11,94,100,5.68,light snow
554,Nantucket,US,41.2835,-70.0995,46.51,59,75,17.27,broken clouds
555,Kirkenaer,NO,60.4564,12.0582,43.99,70,100,2.71,overcast clouds
556,Garowe,SO,8.4054,48.4845,79.52,74,64,10.4,broken clouds
557,Umm Kaddadah,SD,13.6017,26.6876,84.99,18,15,9.15,few clouds
558,Ocos,GT,14.5094,-92.1933,87.98,66,50,10.92,scattered clouds
559,Voznesenye,RU,61.0106,35.4781,33.64,98,100,7.83,light snow
560,Sault Sainte Marie,CA,46.5168,-84.3333,43.09,51,0,10.36,clear sky
561,Antalaha,MG,-14.9003,50.2788,73.72,87,11,6.17,few clouds
562,Medvedok,RU,57.3891,50.0351,30.36,95,100,9.44,light snow
563,Sao Borja,BR,-28.6606,-56.0044,60.94,81,52,6.35,broken clouds
564,Tignere,CM,7.3667,12.65,70.54,73,44,2.39,scattered clouds
565,Henties Bay,NA,-22.116,14.2845,61.75,79,7,5.32,clear sky
566,Russell,US,32.3502,-85.1999,66.96,93,0,0.0,clear sky
567,Novobureyskiy,RU,49.798,129.8774,37.69,60,22,2.71,few clouds
568,Mount Gambier,AU,-37.8333,140.7667,53.51,100,75,5.75,light rain
569,Tres Arroyos,AR,-38.3739,-60.2798,60.3,64,88,8.66,overcast clouds
570,Alto Araguaia,BR,-17.3147,-53.2153,63.37,61,1,4.7,clear sky
571,Capanema,BR,-1.1958,-47.1808,74.21,97,100,2.75,heavy intensity rain
572,Malanje,AO,-9.5402,16.341,65.62,96,100,2.06,overcast clouds
573,Iqaluit,CA,63.7506,-68.5145,-0.31,64,71,11.01,broken clouds
574,Tumarbong,PH,10.3766,119.4579,81.28,81,91,9.82,overcast clouds
575,Saint-Louis,SN,16.3333,-15.0,77.83,39,5,15.35,clear sky
576,Dalbandin,PK,28.8947,64.4101,76.75,26,50,6.6,scattered clouds
577,Sept-Iles,CA,50.2001,-66.3821,41.52,74,75,13.8,broken clouds
578,Arizona,US,34.5003,-111.501,75.16,10,0,9.37,clear sky
579,Toppenish,US,46.3774,-120.3087,55.35,38,63,6.93,broken clouds
580,Miraflores,MX,19.2167,-98.8083,86.65,13,47,6.29,scattered clouds
581,Brigantine,US,39.4101,-74.3646,52.02,39,0,9.22,clear sky
582,Gornopravdinsk,RU,60.05,69.9,21.04,97,43,5.06,scattered clouds
583,Baoning,CN,25.3378,110.026,55.26,94,100,2.24,overcast clouds
584,Wakkanai,JP,45.4094,141.6739,44.02,68,100,16.4,overcast clouds
585,Letnik,RU,46.011,41.2657,52.5,70,100,9.31,overcast clouds
586,Tucurui,BR,-3.7661,-49.6725,75.85,95,87,2.46,overcast clouds
587,Birao,CF,10.2849,22.7882,85.71,43,81,7.0,broken clouds
588,Bonthe,SL,7.5264,-12.505,78.98,78,100,6.73,overcast clouds
589,Matagami,CA,49.7502,-77.6328,24.91,68,100,8.05,overcast clouds
590,Yining,CN,29.0361,114.5636,51.4,94,100,1.12,overcast clouds
591,Copiapo,CL,-27.3667,-70.3333,56.89,61,0,2.71,clear sky
592,Samsun,TR,41.25,36.3333,61.48,61,75,2.3,broken clouds
593,Ketchikan,US,55.3422,-131.6461,50.47,40,20,5.75,few clouds
594,Maceio,BR,-9.6658,-35.7353,80.04,83,40,5.75,scattered clouds
595,Oeiras,BR,-7.0253,-42.1311,75.22,89,97,2.35,overcast clouds
596,Haines Junction,CA,60.7522,-137.5108,33.75,27,87,6.91,overcast clouds
597,Fomboni,KM,-12.28,43.7425,82.47,72,1,12.33,clear sky
598,Erbaa,TR,40.6689,36.5675,62.87,49,98,5.44,overcast clouds
599,Wanning,CN,18.8003,110.3967,76.06,89,66,4.76,broken clouds
600,Kita,ML,13.0349,-9.4895,92.46,20,87,5.75,overcast clouds
601,Rawson,AR,-43.3002,-65.1023,60.67,74,1,24.49,clear sky
602,Adjumani,UG,3.3779,31.7909,70.84,66,65,2.57,broken clouds
603,Tatarsk,RU,55.219,75.9828,38.41,80,25,4.63,scattered clouds
604,Tevaitoa,PF,-16.7833,-151.5,80.85,73,20,8.93,light rain
605,Dali,CN,25.7,100.1833,53.31,73,53,3.09,broken clouds
606,Ruwi,OM,23.5996,58.5507,85.69,39,6,6.26,clear sky
607,Upata,VE,8.0086,-62.3989,77.88,70,56,8.7,broken clouds
608,Porto Velho,BR,-8.7619,-63.9039,77.05,94,40,0.0,light rain
609,Solnechnyy,RU,50.7214,136.6319,30.27,83,97,0.76,overcast clouds
610,Wahiawa,US,21.5028,-158.0236,77.32,70,100,6.91,overcast clouds
611,Kalang,PH,5.9197,121.3631,80.89,79,89,2.17,overcast clouds
612,Itarema,BR,-2.9248,-39.9167,77.92,86,88,6.91,overcast clouds
613,Kyrylivka,UA,46.3759,35.3675,47.68,83,100,16.22,overcast clouds
614,Teya,RU,60.3778,92.6267,25.34,89,98,8.68,overcast clouds
615,Bonavista,CA,48.6499,-53.1147,35.73,98,97,17.63,overcast clouds
616,Nouadhibou,MR,20.931,-17.0347,66.18,94,40,8.05,scattered clouds
617,Turan,VN,16.0678,108.2208,75.18,88,20,1.14,few clouds
618,Merced,US,37.1666,-120.7516,77.29,19,1,5.75,clear sky
619,Udachnyy,RU,66.4167,112.4,32.45,92,100,19.42,snow
620,Nacozari,MX,25.3366,-108.2574,94.01,18,89,15.82,overcast clouds
621,West Bay,KY,19.3667,-81.4167,83.07,73,40,4.61,scattered clouds
622,Vila Velha,BR,-20.3297,-40.2925,75.15,81,75,10.36,broken clouds
623,Kilindoni,TZ,-7.9139,39.6668,81.32,80,65,15.1,light rain
624,Laranja Da Terra,BR,-19.8989,-41.0567,67.59,87,79,3.8,broken clouds
625,Kimbe,PG,-5.5502,150.1429,82.87,77,99,0.69,overcast clouds
626,Cairo,EG,30.0626,31.2497,90.36,12,79,10.36,broken clouds
627,Morondava,MG,-20.2833,44.2833,81.12,82,1,7.18,clear sky
628,Lexington,US,37.9887,-84.4777,51.69,46,0,12.66,clear sky
629,Bambanglipuro,ID,-7.95,110.2833,76.86,89,100,4.61,overcast clouds
630,Karratha,AU,-20.7377,116.8463,81.79,35,21,15.99,few clouds
631,Leh,IN,34.1667,77.5833,35.67,45,43,3.49,scattered clouds
632,Sakakah,SA,29.9697,40.2064,69.37,14,0,7.02,clear sky
633,Pangkalanbuun,ID,-2.6833,111.6167,75.13,91,88,1.41,overcast clouds
634,Northam,GB,51.0333,-4.2167,49.39,91,13,12.86,few clouds
635,Puerto Madero,MX,14.7208,-92.4215,88.0,66,0,8.05,clear sky
636,Linjiang,CN,41.8069,126.9078,47.93,68,100,5.41,overcast clouds
637,Samarai,PG,-10.6167,150.6667,82.22,78,100,10.96,light rain
638,Zedelgem,BE,51.1262,3.1372,53.89,67,80,8.59,broken clouds
639,Opuwo,NA,-18.0607,13.84,71.74,39,53,2.98,broken clouds
640,Urubamba,PE,-13.3047,-72.1158,65.3,82,50,6.2,scattered clouds
641,La Asuncion,VE,11.0333,-63.8628,78.08,82,100,19.57,overcast clouds
642,Waddan,LY,29.1614,16.139,61.27,58,3,7.31,clear sky
643,Jiaohe,CN,43.7286,127.3447,42.69,61,99,1.14,overcast clouds
644,Havoysund,NO,70.9963,24.6622,43.03,97,100,15.59,overcast clouds
645,Jieshi,CN,22.8134,115.8257,69.94,78,99,10.74,overcast clouds
646,Tsiroanomandidy,MG,-18.7667,46.0333,65.05,79,4,3.04,clear sky
647,Kirkwood,US,38.5834,-90.4068,44.58,88,100,12.66,moderate rain
648,Sindor,RU,62.8629,51.8905,30.11,96,73,6.15,broken clouds
649,Dollar,GB,56.1624,-3.6714,53.1,86,100,6.46,light rain
650,Santa Maria,BR,-29.6842,-53.8069,59.38,90,50,5.35,scattered clouds
651,Huilong,CN,31.8111,121.655,57.92,65,100,3.85,overcast clouds
652,Abilene,US,32.4487,-99.7331,86.77,17,0,11.5,clear sky
653,Jinchang,CN,38.4953,102.1739,38.37,44,34,0.72,scattered clouds
654,Polson,US,47.6936,-114.1632,45.21,65,95,5.99,overcast clouds
655,Pahrump,US,36.2083,-115.9839,83.52,12,0,8.01,clear sky
656,Bilma,NE,18.6853,12.9164,81.5,11,40,5.59,scattered clouds
657,Dingle,PH,10.9995,122.6711,77.92,85,81,8.1,broken clouds
658,Kahului,US,20.8947,-156.47,84.22,64,40,28.77,scattered clouds
659,Aginskoye,RU,51.1,114.53,46.92,59,55,13.69,broken clouds
660,Srivardhan,IN,18.0333,73.0167,78.66,73,1,1.59,clear sky
661,Paramonga,PE,-10.6667,-77.8333,67.05,85,7,10.94,clear sky
662,Kharabali,RU,47.4196,47.2568,54.01,68,100,7.76,overcast clouds
663,Howard Springs,AU,-12.497,131.047,84.81,99,33,3.98,scattered clouds
664,Camacha,PT,33.0833,-16.3333,58.42,88,20,14.97,few clouds
665,Aswan,EG,24.0934,32.907,85.32,13,7,6.64,clear sky
666,Mega,ET,4.05,38.3,62.02,77,90,3.51,light rain
667,Allapalli,IN,19.4167,80.0667,80.49,65,21,3.31,few clouds
668,Camopi,GF,3.1655,-52.3158,73.18,99,100,2.95,moderate rain
669,Oskarshamn,SE,57.2645,16.4484,39.45,82,16,3.76,few clouds
670,Ostersund,SE,63.1792,14.6357,41.45,56,95,8.05,overcast clouds
671,Mayo,US,38.8876,-76.5119,54.09,39,0,9.22,clear sky
672,Kortkeros,RU,61.8106,51.5806,28.4,93,54,5.32,broken clouds
673,Hue,VN,16.4667,107.6,75.31,94,75,1.14,mist
674,Murud,IN,18.3258,72.965,78.64,73,0,2.68,clear sky
675,Moosomin,CA,50.1333,-101.6677,23.86,90,100,8.39,light snow
676,Somogyvar,HU,46.5814,17.6629,38.71,58,66,4.61,broken clouds
677,Bandrele,YT,-12.9067,45.1914,78.55,83,0,6.91,clear sky
678,Rantoul,US,40.3084,-88.1559,48.43,51,100,12.66,overcast clouds
679,Deputatskiy,RU,69.3,139.9,4.91,96,99,3.29,overcast clouds
680,Quang Ngai,VN,15.1167,108.8,71.94,87,82,4.21,broken clouds
681,Altamont,US,42.2068,-121.7372,56.39,32,0,5.75,clear sky
682,Westport,US,41.1415,-73.3579,48.2,40,40,13.8,scattered clouds
683,Khamaria,IN,23.2167,79.8833,84.76,16,3,5.44,clear sky
684,Coihaique,CL,-45.5752,-72.0662,54.21,71,75,4.61,broken clouds
685,Mantua,IT,45.1667,10.7833,49.15,66,45,1.99,scattered clouds
686,Redcliffe,AU,-27.2307,153.0973,73.27,68,40,8.05,scattered clouds
687,Farsund,NO,58.0948,6.8047,41.95,100,55,5.23,broken clouds
688,Bettiah,IN,26.8,84.5,78.75,14,0,8.46,light rain
689,Fairbanks,US,64.8378,-147.7164,39.2,25,0,9.22,clear sky
690,Spornoye,RU,50.8448,37.2913,42.53,92,100,6.62,light rain
691,Menongue,AO,-14.6585,17.691,62.01,96,18,3.74,few clouds
692,Owensboro,US,37.7742,-87.1133,53.28,43,0,12.66,clear sky
693,Khani,GE,41.9563,42.9566,58.57,61,75,9.01,broken clouds
694,Hofn,IS,64.2539,-15.2082,45.19,85,9,1.3,clear sky
695,Broome,US,42.2506,-75.833,42.71,47,20,12.66,few clouds
696,Sungaipenuh,ID,-2.0833,101.3833,66.52,97,100,1.86,light rain
697,Yarkovo,RU,57.4028,67.0786,31.93,80,90,2.39,overcast clouds
698,Coahuayana,MX,18.7333,-103.6833,84.15,58,74,6.51,broken clouds
699,Gillette,US,44.2911,-105.5022,40.12,40,75,25.32,broken clouds
700,Pangody,RU,65.85,74.4859,11.98,95,100,9.55,overcast clouds
701,Bilibino,RU,68.0546,166.4372,20.93,86,99,1.28,overcast clouds
702,Carberry,CA,49.8689,-99.3602,23.23,95,100,9.57,light snow
703,Neuquen,AR,-38.9516,-68.0591,62.49,72,0,0.0,clear sky
704,Kozhevnikovo,RU,56.2589,83.9714,35.26,85,37,6.73,scattered clouds
705,Hovd,MN,48.0056,91.6419,40.66,28,0,8.25,clear sky
706,Xining,CN,36.6167,101.7667,33.6,53,80,1.14,broken clouds
707,Road Town,VG,18.4167,-64.6167,78.89,83,40,12.66,scattered clouds
708,Moree,AU,-29.4667,149.85,69.82,60,10,12.66,clear sky
